wavelength_angstrom,flux_erg_s_cm2_angstrom
3.793650793650793730e+03,9.812946562097632486e-15
3.795238095238095411e+03,9.814751879699506357e-15
3.796825396825396638e+03,9.816547663575634486e-15
3.798412698412698319e+03,9.818333924562034306e-15
3.800000000000000000e+03,9.820110673504099646e-15
3.801587301587301681e+03,9.821877921256502920e-15
3.803174603174603362e+03,9.823635678683157258e-15
3.804761904761904589e+03,9.825383956657087134e-15
3.806349206349206270e+03,9.827122766060313191e-15
3.807936507936507951e+03,9.828852117783803332e-15
3.809523809523809632e+03,9.830572022727392257e-15
3.811111111111111313e+03,9.832282491799650512e-15
3.812698412698412540e+03,9.833983535917816647e-15
3.814285714285714221e+03,9.835675166007726217e-15
3.815873015873015902e+03,9.837357393003674522e-15
3.817460317460317583e+03,9.839030227848366119e-15
3.819047619047619264e+03,9.840693681492834359e-15
3.820634920634920491e+03,9.842347764896323056e-15
3.822222222222222172e+03,9.843992489026213916e-15
3.823809523809523853e+03,9.845627864857936599e-15
3.825396825396825534e+03,9.847253903374907199e-15
3.826984126984127215e+03,9.848870615568383081e-15
3.828571428571428442e+03,9.850478012437442383e-15
3.830158730158730123e+03,9.852076104988835699e-15
3.831746031746031804e+03,9.853664904236951378e-15
3.833333333333333485e+03,9.855244421203716122e-15
3.834920634920634711e+03,9.856814666918492436e-15
3.836507936507936392e+03,9.858375652418009209e-15
3.838095238095238074e+03,9.859927388746271783e-15
3.839682539682539755e+03,9.861469886954494109e-15
3.841269841269841436e+03,9.863003158100966222e-15
3.842857142857142662e+03,9.864527213251025841e-15
3.844444444444444343e+03,9.866042063476960548e-15
3.846031746031746025e+03,9.867547719857903660e-15
3.847619047619047706e+03,9.869044193479758500e-15
3.849206349206348932e+03,9.870531495435154217e-15
3.850793650793650613e+03,9.872009636823278551e-15
3.852380952380952294e+03,9.873478628749880986e-15
3.853968253968253975e+03,9.874938482327154423e-15
3.855555555555555657e+03,9.876389208673620004e-15
3.857142857142856883e+03,9.877830818914013518e-15
3.858730158730158564e+03,9.879263324179085029e-15
3.860317460317460245e+03,9.880686735604983566e-15
3.861904761904761926e+03,9.882101064331897124e-15
3.863492063492063608e+03,9.883506321499990035e-15
3.865079365079364834e+03,9.884902518238213759e-15
3.866666666666666515e+03,9.886289665633795327e-15
3.868253968253968196e+03,9.887667774651233945e-15
3.869841269841269877e+03,9.889036855922635967e-15
3.871428571428571558e+03,9.890396919220902535e-15
3.873015873015872785e+03,9.891747972172789790e-15
3.874603174603174466e+03,9.893090017205875173e-15
3.876190476190476147e+03,9.894423044515592664e-15
3.877777777777777828e+03,9.895747016340358756e-15
3.879365079365079509e+03,9.897061832848197683e-15
3.880952380952380736e+03,9.898367260365723461e-15
3.882539682539682417e+03,9.899662785011339787e-15
3.884126984126984098e+03,9.900947323527870155e-15
3.885714285714285779e+03,9.902218670224093736e-15
3.887301587301587460e+03,9.903472473786226587e-15
3.888888888888888687e+03,9.904700407988411124e-15
3.890476190476190368e+03,9.905887014940995046e-15
3.892063492063492049e+03,9.907004454608926389e-15
3.893650793650793730e+03,9.908004103167936144e-15
3.895238095238095411e+03,9.908803649428446351e-15
3.896825396825396638e+03,9.909268133382900355e-15
3.898412698412698319e+03,9.909183402464866110e-15
3.900000000000000000e+03,9.908220935754119208e-15
3.901587301587301681e+03,9.905894144241357759e-15
3.903174603174603362e+03,9.901508311253760842e-15
3.904761904761904589e+03,9.894109382581357463e-15
3.906349206349206270e+03,9.882440690611960800e-15
3.907936507936507951e+03,9.864920862352784762e-15
3.909523809523809632e+03,9.839659627747830808e-15
3.911111111111111313e+03,9.804529618637230222e-15
3.912698412698412540e+03,9.757309959202987785e-15
3.914285714285714221e+03,9.695910170938743077e-15
3.915873015873015902e+03,9.618670135840830803e-15
3.917460317460317583e+03,9.524714443780077983e-15
3.919047619047619264e+03,9.414319981770444778e-15
3.920634920634920491e+03,9.289238319979526455e-15
3.922222222222222172e+03,9.152904463932468531e-15
3.923809523809523853e+03,9.010465701610865648e-15
3.925396825396825534e+03,8.868581507121736029e-15
3.926984126984127215e+03,8.734977378862368969e-15
3.928571428571428442e+03,8.617777655771511301e-15
3.930158730158730123e+03,8.524686697910465121e-15
3.931746031746031804e+03,8.462124274894333219e-15
3.933333333333333485e+03,8.434440099700110412e-15
3.934920634920634711e+03,8.443328069459961829e-15
3.936507936507936392e+03,8.487532290282542828e-15
3.938095238095238074e+03,8.562889829346531906e-15
3.939682539682539755e+03,8.662699730881237484e-15
3.941269841269841436e+03,8.778356709428917481e-15
3.942857142857142662e+03,8.900152342648305107e-15
3.944444444444444343e+03,9.018133325075366058e-15
3.946031746031746025e+03,9.122915968697926975e-15
3.947619047619047706e+03,9.206383081098978456e-15
3.949206349206348932e+03,9.262223907368678862e-15
3.950793650793650613e+03,9.286309297109682421e-15
3.952380952380952294e+03,9.276914310314093962e-15
3.953968253968253975e+03,9.234805562957999510e-15
3.955555555555555657e+03,9.163202828989715070e-15
3.957142857142856883e+03,9.067610499250125139e-15
3.958730158730158564e+03,8.955503362919063682e-15
3.960317460317460245e+03,8.835850753090407618e-15
3.961904761904761926e+03,8.718477484010651754e-15
3.963492063492063608e+03,8.613287838796872318e-15
3.965079365079364834e+03,8.529413439894934042e-15
3.966666666666666515e+03,8.474376998209322040e-15
3.968253968253968196e+03,8.453381193672302028e-15
3.969841269841269877e+03,8.468827806189620782e-15
3.971428571428571558e+03,8.520144759770771584e-15
3.973015873015872785e+03,8.603952466343283455e-15
3.974603174603174466e+03,8.714545607525515684e-15
3.976190476190476147e+03,8.844614743488155861e-15
3.977777777777777828e+03,8.986095493663192999e-15
3.979365079365079509e+03,9.131019089180888628e-15
3.980952380952380736e+03,9.272248589555865200e-15
3.982539682539682417e+03,9.404015808273417849e-15
3.984126984126984098e+03,9.522216514323134643e-15
3.985714285714285779e+03,9.624465596897694031e-15
3.987301587301587460e+03,9.709950500058332958e-15
3.988888888888888687e+03,9.779144396973747914e-15
3.990476190476190368e+03,9.833448359163203146e-15
3.992063492063492049e+03,9.874825974864541048e-15
3.993650793650793730e+03,9.905478766714576169e-15
3.995238095238095411e+03,9.927591553781055854e-15
3.996825396825396638e+03,9.943158289929539681e-15
3.998412698412698319e+03,9.953884148019420318e-15
4.000000000000000000e+03,9.961150214783081906e-15
4.001587301587301681e+03,9.966023072160384351e-15
4.003174603174603362e+03,9.969291684686143426e-15
4.004761904761904589e+03,9.971516853290375658e-15
4.006349206349206270e+03,9.973082533735670809e-15
4.007936507936507951e+03,9.974242392803189324e-15
4.009523809523809632e+03,9.975158378066765064e-15
4.011111111111111313e+03,9.975930514944925163e-15
4.012698412698412540e+03,9.976618628000010651e-15
4.014285714285714221e+03,9.977257393035406220e-15
4.015873015873015902e+03,9.977866301953908708e-15
4.017460317460317583e+03,9.978455987561996154e-15
4.019047619047619264e+03,9.979032082489250177e-15
4.020634920634920491e+03,9.979597486968324267e-15
4.022222222222222172e+03,9.980153654536573015e-15
4.023809523809523853e+03,9.980701296139261494e-15
4.025396825396825534e+03,9.981240752986448629e-15
4.026984126984127215e+03,9.981772187641367509e-15
4.028571428571428442e+03,9.982295678868695074e-15
4.030158730158730123e+03,9.982811267259176116e-15
4.031746031746031804e+03,9.983318976509876685e-15
4.033333333333333030e+03,9.983818823052729992e-15
4.034920634920635166e+03,9.984310820282494811e-15
4.036507936507936392e+03,9.984794980359179586e-15
4.038095238095238074e+03,9.985271314954104470e-15
4.039682539682539755e+03,9.985739835550032930e-15
4.041269841269840981e+03,9.986200553558345986e-15
4.042857142857142662e+03,9.986653480363526080e-15
4.044444444444444343e+03,9.987098627339554336e-15
4.046031746031746025e+03,9.987536005855751289e-15
4.047619047619047706e+03,9.987965627278823189e-15
4.049206349206348932e+03,9.988387502973448913e-15
4.050793650793650613e+03,9.988801644302502424e-15
4.052380952380952294e+03,9.989208062627084326e-15
4.053968253968253975e+03,9.989606769306447712e-15
4.055555555555555657e+03,9.989997775698009204e-15
4.057142857142856883e+03,9.990381093157247985e-15
4.058730158730158564e+03,9.990756733037688437e-15
4.060317460317460245e+03,9.991124706690855972e-15
4.061904761904761926e+03,9.991485025466223384e-15
4.063492063492063608e+03,9.991837700711105143e-15
4.065079365079364834e+03,9.992182743770723662e-15
4.066666666666666515e+03,9.992520165988035744e-15
4.068253968253968196e+03,9.992849978703753093e-15
4.069841269841269877e+03,9.993172193256299718e-15
4.071428571428571558e+03,9.993486820981737779e-15
4.073015873015872785e+03,9.993793873213723407e-15
4.074603174603174466e+03,9.994093361283443603e-15
4.076190476190476147e+03,9.994385296519611497e-15
4.077777777777777828e+03,9.994669690248387465e-15
4.079365079365079509e+03,9.994946553793320754e-15
4.080952380952380736e+03,9.995215898475324240e-15
4.082539682539682417e+03,9.995477735612642868e-15
4.084126984126984098e+03,9.995732076520754260e-15
4.085714285714285779e+03,9.995978932512368716e-15
4.087301587301587460e+03,9.996218314897372412e-15
4.088888888888888687e+03,9.996450234982754827e-15
4.090476190476190368e+03,9.996674704072605587e-15
4.092063492063492049e+03,9.996891733468043468e-15
4.093650793650793730e+03,9.997101334467151710e-15
4.095238095238095411e+03,9.997303518364973283e-15
4.096825396825396638e+03,9.997498296453449355e-15
4.098412698412698774e+03,9.997685680021353030e-15
4.100000000000000000e+03,9.997865680354281455e-15
4.101587301587301226e+03,9.998038308734600607e-15
4.103174603174603362e+03,9.998203576441358511e-15
4.104761904761904589e+03,9.998361494750294711e-15
4.106349206349206725e+03,9.998512074933789779e-15
4.107936507936507951e+03,9.998655328260775389e-15
4.109523809523809177e+03,9.998791265996759560e-15
4.111111111111111313e+03,9.998919899403716210e-15
4.112698412698412540e+03,9.999041239740096208e-15
4.114285714285713766e+03,9.999155298260737439e-15
4.115873015873015902e+03,9.999262086216866382e-15
4.117460317460317128e+03,9.999361614856023957e-15
4.119047619047619264e+03,9.999453895422019776e-15
4.120634920634920491e+03,9.999538939154916357e-15
4.122222222222222626e+03,9.999616757290995999e-15
4.123809523809523853e+03,9.999687361062648760e-15
4.125396825396825079e+03,9.999750761698405593e-15
4.126984126984127215e+03,9.999806970422873653e-15
4.128571428571428442e+03,9.999855998456666885e-15
4.130158730158729668e+03,9.999897857016412328e-15
4.131746031746031804e+03,9.999932557314666500e-15
4.133333333333333030e+03,9.999960110559902775e-15
4.134920634920635166e+03,9.999980527956460896e-15
4.136507936507936392e+03,9.999993820704523309e-15
4.138095238095238528e+03,9.999999999999999988e-15
4.139682539682539755e+03,9.999999077034597858e-15
4.141269841269840981e+03,9.999991062995727707e-15
4.142857142857143117e+03,9.999975969066436343e-15
4.144444444444444343e+03,9.999953806425427107e-15
4.146031746031745570e+03,9.999924586246968365e-15
4.147619047619047706e+03,9.999888319700880884e-15
4.149206349206348932e+03,9.999845017952498391e-15
4.150793650793651068e+03,9.999794692162623393e-15
4.152380952380952294e+03,9.999737353487489320e-15
4.153968253968254430e+03,9.999673013078708449e-15
4.155555555555555657e+03,9.999601682083259293e-15
4.157142857142856883e+03,9.999523371643442417e-15
4.158730158730159019e+03,9.999438092896815754e-15
4.160317460317460245e+03,9.999345856976205651e-15
4.161904761904761472e+03,9.999246675009605893e-15
4.163492063492063608e+03,9.999140558120188745e-15
4.165079365079364834e+03,9.999027517426270247e-15
4.166666666666666970e+03,9.998907564041256566e-15
4.168253968253968196e+03,9.998780709073563538e-15
4.169841269841269423e+03,9.998646963626679771e-15
4.171428571428571558e+03,9.998506338799045165e-15
4.173015873015872785e+03,9.998358845684039865e-15
4.174603174603174921e+03,9.998204495369976374e-15
4.176190476190476147e+03,9.998043298940004889e-15
4.177777777777777374e+03,9.997875267472138546e-15
4.179365079365079509e+03,9.997700412039179265e-15
4.180952380952380736e+03,9.997518743708695662e-15
4.182539682539682872e+03,9.997330273542983607e-15
4.184126984126984098e+03,9.997135012599042559e-15
4.185714285714285325e+03,9.996932971928509300e-15
4.187301587301587460e+03,9.996724162577673712e-15
4.188888888888888687e+03,9.996508595587379382e-15
4.190476190476190823e+03,9.996286281993077244e-15
4.192063492063492049e+03,9.996057232824689895e-15
4.193650793650793275e+03,9.995821459106635260e-15
4.195238095238095411e+03,9.995578971857802926e-15
4.196825396825396638e+03,9.995329782091514701e-15
4.198412698412697864e+03,9.995073900815412595e-15
4.200000000000000000e+03,9.994811339031569259e-15
4.201587301587301226e+03,9.994542107736314436e-15
4.203174603174603362e+03,9.994266217920290183e-15
4.204761904761904589e+03,9.993983680568405116e-15
4.206349206349206725e+03,9.993694506659763411e-15
4.207936507936507951e+03,9.993398707167658497e-15
4.209523809523809177e+03,9.993096293059532030e-15
4.211111111111111313e+03,9.992787275296981787e-15
4.212698412698412540e+03,9.992471664835659110e-15
4.214285714285713766e+03,9.992149472625283107e-15
4.215873015873015902e+03,9.991820709609615409e-15
4.217460317460317128e+03,9.991485386726392328e-15
4.219047619047619264e+03,9.991143514907307499e-15
4.220634920634920491e+03,9.990795105078016618e-15
4.222222222222222626e+03,9.990440168158044354e-15
4.223809523809523853e+03,9.990078715060801702e-15
4.225396825396825079e+03,9.989710756693535500e-15
4.226984126984127215e+03,9.989336303957287406e-15
4.228571428571428442e+03,9.988955367746892318e-15
4.230158730158729668e+03,9.988567958950932625e-15
4.231746031746031804e+03,9.988174088451692450e-15
4.233333333333333030e+03,9.987773767125141873e-15
4.234920634920635166e+03,9.987367005840936931e-15
4.236507936507936392e+03,9.986953815462323378e-15
4.238095238095238528e+03,9.986534206846157194e-15
4.239682539682539755e+03,9.986108190842884076e-15
4.241269841269840981e+03,9.985675778296433728e-15
4.242857142857143117e+03,9.985236980044308219e-15
4.244444444444444343e+03,9.984791806917441558e-15
4.246031746031745570e+03,9.984340269740253344e-15
4.247619047619047706e+03,9.983882379330557253e-15
4.249206349206348932e+03,9.983418146499584705e-15
4.250793650793651068e+03,9.982947582051898093e-15
4.252380952380952294e+03,9.982470696785439685e-15
4.253968253968254430e+03,9.981987501491444856e-15
4.255555555555555657e+03,9.981498006954415265e-15
4.257142857142856883e+03,9.981002223952109387e-15
4.258730158730159019e+03,9.980500163255525159e-15
4.260317460317460245e+03,9.979991835628863692e-15
4.261904761904761472e+03,9.979477251829470896e-15
4.263492063492063608e+03,9.978956422607857992e-15
4.265079365079364834e+03,9.978429358707643131e-15
4.266666666666666970e+03,9.977896070865538778e-15
4.268253968253968196e+03,9.977356569811309111e-15
4.269841269841269423e+03,9.976810866267776331e-15
4.271428571428571558e+03,9.976258970950757556e-15
4.273015873015872785e+03,9.975700894569042728e-15
4.274603174603174921e+03,9.975136647824405663e-15
4.276190476190476147e+03,9.974566241411526738e-15
4.277777777777777374e+03,9.973989686018018138e-15
4.279365079365079509e+03,9.973406992324337078e-15
4.280952380952380736e+03,9.972818171003820515e-15
4.282539682539682872e+03,9.972223232722628349e-15
4.284126984126984098e+03,9.971622188139716603e-15
4.285714285714285325e+03,9.971015047906846889e-15
4.287301587301587460e+03,9.970401822668480699e-15
4.288888888888888687e+03,9.969782523061851982e-15
4.290476190476190823e+03,9.969157159716892989e-15
4.292063492063492049e+03,9.968525743256196412e-15
4.293650793650793275e+03,9.967888284295031157e-15
4.295238095238095411e+03,9.967244793441261879e-15
4.296825396825396638e+03,9.966595281295397899e-15
4.298412698412697864e+03,9.965939758450495376e-15
4.300000000000000000e+03,9.965278235492226732e-15
4.301587301587301226e+03,9.964610722998721303e-15
4.303174603174603362e+03,9.963937231540659997e-15
4.304761904761904589e+03,9.963257771681213768e-15
4.306349206349206725e+03,9.962572353975993128e-15
4.307936507936507951e+03,9.961880988973086010e-15
4.309523809523809177e+03,9.961183687212966261e-15
4.311111111111111313e+03,9.960480459228507844e-15
4.312698412698412540e+03,9.959771315544953281e-15
4.314285714285713766e+03,9.959056266679924696e-15
4.315873015873015902e+03,9.958335323143316533e-15
4.317460317460317128e+03,9.957608495437366553e-15
4.319047619047619264e+03,9.956875794056584832e-15
4.320634920634920491e+03,9.956137229487741148e-15
4.322222222222222626e+03,9.955392812209827106e-15
4.323809523809523853e+03,9.954642552694070344e-15
4.325396825396825079e+03,9.953886461403884044e-15
4.326984126984127215e+03,9.953124548794843265e-15
4.328571428571428442e+03,9.952356825314686522e-15
4.330158730158729668e+03,9.951583301403285810e-15
4.331746031746031804e+03,9.950803987492594538e-15
4.333333333333333030e+03,9.950018894006686971e-15
4.334920634920635166e+03,9.949228031361657259e-15
4.336507936507936392e+03,9.948431409965706208e-15
4.338095238095238528e+03,9.947629040218992976e-15
4.339682539682539755e+03,9.946820932513748672e-15
4.341269841269840981e+03,9.946007097234102798e-15
4.342857142857143117e+03,9.945187544756226833e-15
4.344444444444444343e+03,9.944362285448195384e-15
4.346031746031745570e+03,9.943531329670008278e-15
4.347619047619047706e+03,9.942694687773570053e-15
4.349206349206348932e+03,9.941852370102669445e-15
4.350793650793651068e+03,9.941004386992949412e-15
4.352380952380952294e+03,9.940150748771903980e-15
4.353968253968254430e+03,9.939291465758852997e-15
4.355555555555555657e+03,9.938426548264907426e-15
4.357142857142856883e+03,9.937556006592981962e-15
4.358730158730159019e+03,9.936679851037735086e-15
4.360317460317460245e+03,9.935798091885599035e-15
4.361904761904761472e+03,9.934910739414702496e-15
4.363492063492063608e+03,9.934017803894902162e-15
4.365079365079364834e+03,9.933119295587749596e-15
4.366666666666666970e+03,9.932215224746439172e-15
4.368253968253968196e+03,9.931305601615869599e-15
4.369841269841269423e+03,9.930390436432522443e-15
4.371428571428571558e+03,9.929469739424518920e-15
4.373015873015872785e+03,9.928543520811593080e-15
4.374603174603174921e+03,9.927611790805038157e-15
4.376190476190476147e+03,9.926674559607711310e-15
4.377777777777777374e+03,9.925731837414027306e-15
4.379365079365079509e+03,9.924783634409930127e-15
4.380952380952380736e+03,9.923829960772869297e-15
4.382539682539682872e+03,9.922870826671771488e-15
4.384126984126984098e+03,9.921906242267075231e-15
4.385714285714285325e+03,9.920936217710645713e-15
4.387301587301587460e+03,9.919960763145806338e-15
4.388888888888888687e+03,9.918979888707300858e-15
4.390476190476190823e+03,9.917993604521269706e-15
4.392063492063492049e+03,9.917001920705279978e-15
4.393650793650793275e+03,9.916004847368246541e-15
4.395238095238095411e+03,9.915002394610438348e-15
4.396825396825396638e+03,9.913994572523468969e-15
4.398412698412697864e+03,9.912981391190309215e-15
4.400000000000000000e+03,9.911962860685206672e-15
4.401587301587301226e+03,9.910938991073712524e-15
4.403174603174603362e+03,9.909909792412656310e-15
4.404761904761904589e+03,9.908875274750138032e-15
4.406349206349206725e+03,9.907835448125496604e-15
4.407936507936507951e+03,9.906790322569303540e-15
4.409523809523809177e+03,9.905739908103362953e-15
4.411111111111111313e+03,9.904684214740635826e-15
4.412698412698412540e+03,9.903623252485318898e-15
4.414285714285713766e+03,9.902557031332761043e-15
4.415873015873015902e+03,9.901485561269449071e-15
4.417460317460317128e+03,9.900408852273040862e-15
4.419047619047619264e+03,9.899326914312311723e-15
4.420634920634920491e+03,9.898239757347119675e-15
