wavelength_angstrom,flux_erg_s_cm2_angstrom
3.846031746031746025e+03,9.463009377536706908e-15
3.847619047619047706e+03,9.459968003697963117e-15
3.849206349206348932e+03,9.456922520356476961e-15
3.850793650793650613e+03,9.453872941952845868e-15
3.852380952380952294e+03,9.450819282900893331e-15
3.853968253968253975e+03,9.447761557587683100e-15
3.855555555555555657e+03,9.444699780373493944e-15
3.857142857142856883e+03,9.441633965591857513e-15
3.858730158730158564e+03,9.438564127549375323e-15
3.860317460317460245e+03,9.435490280525289619e-15
3.861904761904761926e+03,9.432412438770153349e-15
3.863492063492063608e+03,9.429330616501915841e-15
3.865079365079364834e+03,9.426244827894809330e-15
3.866666666666666515e+03,9.423155087048954147e-15
3.868253968253968196e+03,9.420061407909423167e-15
3.869841269841269877e+03,9.416963804056759794e-15
3.871428571428571558e+03,9.413862288180143522e-15
3.873015873015872785e+03,9.410756870790647353e-15
3.874603174603174466e+03,9.407647557168254587e-15
3.876190476190476147e+03,9.404534340329032902e-15
3.877777777777777828e+03,9.401417185300313969e-15
3.879365079365079509e+03,9.398295995007433854e-15
3.880952380952380736e+03,9.395170538502860213e-15
3.882539682539682417e+03,9.392040304599406384e-15
3.884126984126984098e+03,9.388904212703019279e-15
3.885714285714285779e+03,9.385760059754428862e-15
3.887301587301587460e+03,9.382603497040649860e-15
3.888888888888888687e+03,9.379426200905652687e-15
3.890476190476190368e+03,9.376212715998684956e-15
3.892063492063492049e+03,9.372935204792786441e-15
3.893650793650793730e+03,9.369545045941085297e-15
3.895238095238095411e+03,9.365959930700777147e-15
3.896825396825396638e+03,9.362044901480572088e-15
3.898412698412698319e+03,9.357585808099845329e-15
3.900000000000000000e+03,9.352254131993898505e-15
3.901587301587301681e+03,9.345563286478734507e-15
3.903174603174603362e+03,9.336818557176650639e-15
3.904761904761904589e+03,9.325065892142822157e-15
3.906349206349206270e+03,9.309048626000263325e-15
3.907936507936507951e+03,9.287185387961513399e-15
3.909523809523809632e+03,9.257585910146171751e-15
3.911111111111111313e+03,9.218122826540342697e-15
3.912698412698412540e+03,9.166575263442429652e-15
3.914285714285714221e+03,9.100852744432997409e-15
3.915873015873015902e+03,9.019295153565979194e-15
3.917460317460317583e+03,8.921027082740519610e-15
3.919047619047619264e+03,8.806325420969688035e-15
3.920634920634920491e+03,8.676941740391185694e-15
3.922222222222222172e+03,8.536311048471216626e-15
3.923809523809523853e+03,8.389580635103558530e-15
3.925396825396825534e+03,8.243409976278655550e-15
3.926984126984127215e+03,8.105524572248498899e-15
3.928571428571428442e+03,7.984048763777895367e-15
3.930158730158730123e+03,7.886686912725748062e-15
3.931746031746031804e+03,7.819858790476334968e-15
3.933333333333333485e+03,7.787914111747457086e-15
3.934920634920634711e+03,7.792546775383917077e-15
3.936507936507936392e+03,7.832500889178815527e-15
3.938095238095238074e+03,7.903613521967263705e-15
3.939682539682539755e+03,7.999183719607036109e-15
3.941269841269841436e+03,8.110606198240987857e-15
3.942857142857142662e+03,8.228172537100689343e-15
3.944444444444444343e+03,8.341929432267282829e-15
3.946031746031746025e+03,8.442493197246150343e-15
3.947619047619047706e+03,8.521746641110391826e-15
3.949206349206348932e+03,8.573379010412828929e-15
3.950793650793650613e+03,8.593261156191503518e-15
3.952380952380952294e+03,8.579668139846671847e-15
3.953968253968253975e+03,8.533366578735459797e-15
3.955555555555555657e+03,8.457576248160171608e-15
3.957142857142856883e+03,8.357801540288741990e-15
3.958730158730158564e+03,8.241517245601192830e-15
3.960317460317460245e+03,8.117692698464848164e-15
3.961904761904761926e+03,7.996152714372950127e-15
3.963492063492063608e+03,7.886801577662740818e-15
3.965079365079364834e+03,7.798770911973794027e-15
3.966666666666666515e+03,7.739583429377850258e-15
3.968253968253968196e+03,7.714441810948134733e-15
3.969841269841269877e+03,7.725747837705154082e-15
3.971428571428571558e+03,7.772929434746993349e-15
3.973015873015872785e+03,7.852607015063723553e-15
3.974603174603174466e+03,7.959075261310320854e-15
3.976190476190476147e+03,8.085024734668189834e-15
3.977777777777777828e+03,8.222391055554275453e-15
3.979365079365079509e+03,8.363205456058114613e-15
3.980952380952380736e+03,8.500330996627945069e-15
3.982539682539682417e+03,8.627999491657203365e-15
3.984126984126984098e+03,8.742106711018220807e-15
3.985714285714285779e+03,8.840267544761017767e-15
3.987301587301587460e+03,8.921669437778953226e-15
3.988888888888888687e+03,8.986785564047655805e-15
3.990476190476190368e+03,9.037016995868292903e-15
3.992063492063492049e+03,9.074327322235558999e-15
3.993650793650793730e+03,9.100918066518249521e-15
3.995238095238095411e+03,9.118974048491278283e-15
3.996825396825396638e+03,9.130489222702618458e-15
3.998412698412698319e+03,9.137168762669429133e-15
4.000000000000000000e+03,9.140393755757344653e-15
4.001587301587301681e+03,9.141230784514941553e-15
4.003174603174603362e+03,9.140468814061400100e-15
4.004761904761904589e+03,9.138668645886793352e-15
4.006349206349206270e+03,9.136214236289551153e-15
4.007936507936507951e+03,9.133359252562528574e-15
4.009523809523809632e+03,9.130265642767220665e-15
4.011111111111111313e+03,9.127033432785869089e-15
4.012698412698412540e+03,9.123722447620601676e-15
4.014285714285714221e+03,9.120367363490848358e-15
4.015873015873015902e+03,9.116987672691712811e-15
4.017460317460317583e+03,9.113594008398370887e-15
4.019047619047619264e+03,9.110192003585548204e-15
4.020634920634920491e+03,9.106784558807613084e-15
4.022222222222222172e+03,9.103373127900216826e-15
4.023809523809523853e+03,9.099958422083651391e-15
4.025396825396825534e+03,9.096540782819829014e-15
4.026984126984127215e+03,9.093120372900657783e-15
4.028571428571428442e+03,9.089697271296475410e-15
4.030158730158730123e+03,9.086271518780737917e-15
4.031746031746031804e+03,9.082843139210342461e-15
4.033333333333333030e+03,9.079412149154236348e-15
4.034920634920635166e+03,9.075978562121517431e-15
4.036507936507936392e+03,9.072542390363867678e-15
4.038095238095238074e+03,9.069103645621774567e-15
4.039682539682539755e+03,9.065662339424680042e-15
4.041269841269840981e+03,9.062218483208243107e-15
4.042857142857142662e+03,9.058772088358959376e-15
4.044444444444444343e+03,9.055323166230564647e-15
4.046031746031746025e+03,9.051871728150022359e-15
4.047619047619047706e+03,9.048417785419606179e-15
4.049206349206348932e+03,9.044961349317584739e-15
4.050793650793650613e+03,9.041502431098535599e-15
4.052380952380952294e+03,9.038041041993417825e-15
4.053968253968253975e+03,9.034577193209642984e-15
4.055555555555555657e+03,9.031110895931076722e-15
4.057142857142856883e+03,9.027642161318116074e-15
4.058730158730158564e+03,9.024171000507684731e-15
4.060317460317460245e+03,9.020697424613285101e-15
4.061904761904761926e+03,9.017221444725012513e-15
4.063492063492063608e+03,9.013743071909591502e-15
4.065079365079364834e+03,9.010262317210405788e-15
4.066666666666666515e+03,9.006779191647510896e-15
4.068253968253968196e+03,9.003293706217697263e-15
4.069841269841269877e+03,8.999805871894493398e-15
4.071428571428571558e+03,8.996315699628205321e-15
4.073015873015872785e+03,8.992823200345943388e-15
4.074603174603174466e+03,8.989328384951655419e-15
4.076190476190476147e+03,8.985831264326136168e-15
4.077777777777777828e+03,8.982331849327103050e-15
4.079365079365079509e+03,8.978830150789169325e-15
4.080952380952380736e+03,8.975326179523926134e-15
4.082539682539682417e+03,8.971819946319937768e-15
4.084126984126984098e+03,8.968311461942762180e-15
4.085714285714285779e+03,8.964800737135037757e-15
4.087301587301587460e+03,8.961287782616445456e-15
4.088888888888888687e+03,8.957772609083790848e-15
4.090476190476190368e+03,8.954255227210988334e-15
4.092063492063492049e+03,8.950735647649135306e-15
4.093650793650793730e+03,8.947213881026515296e-15
4.095238095238095411e+03,8.943689937948627957e-15
4.096825396825396638e+03,8.940163828998237969e-15
4.098412698412698774e+03,8.936635564735382931e-15
4.100000000000000000e+03,8.933105155697417535e-15
4.101587301587301226e+03,8.929572612399041966e-15
4.103174603174603362e+03,8.926037945332316099e-15
4.104761904761904589e+03,8.922501164966724190e-15
4.106349206349206725e+03,8.918962281749174872e-15
4.107936507936507951e+03,8.915421306104027980e-15
4.109523809523809177e+03,8.911878248433157655e-15
4.111111111111111313e+03,8.908333119115949193e-15
4.112698412698412540e+03,8.904785928509349530e-15
4.114285714285713766e+03,8.901236686947883019e-15
4.115873015873015902e+03,8.897685404743697187e-15
4.117460317460317128e+03,8.894132092186572196e-15
4.119047619047619264e+03,8.890576759543979222e-15
4.120634920634920491e+03,8.887019417061089923e-15
4.122222222222222626e+03,8.883460074960809567e-15
4.123809523809523853e+03,8.879898743443819633e-15
4.125396825396825079e+03,8.876335432688580968e-15
4.126984126984127215e+03,8.872770152851400045e-15
4.128571428571428442e+03,8.869202914066433706e-15
4.130158730158729668e+03,8.865633726445731750e-15
4.131746031746031804e+03,8.862062600079247986e-15
4.133333333333333030e+03,8.858489545034915956e-15
4.134920634920635166e+03,8.854914571358628432e-15
4.136507936507936392e+03,8.851337689074292630e-15
4.138095238095238528e+03,8.847758908183847568e-15
4.139682539682539755e+03,8.844178238667327175e-15
4.141269841269840981e+03,8.840595690482849246e-15
4.142857142857143117e+03,8.837011273566673818e-15
4.144444444444444343e+03,8.833424997833222104e-15
4.146031746031745570e+03,8.829836873175109620e-15
4.147619047619047706e+03,8.826246909463182481e-15
4.149206349206348932e+03,8.822655116546530016e-15
4.150793650793651068e+03,8.819061504252539991e-15
4.152380952380952294e+03,8.815466082386912807e-15
4.153968253968254430e+03,8.811868860733700946e-15
4.155555555555555657e+03,8.808269849055326321e-15
4.157142857142856883e+03,8.804669057092633925e-15
4.158730158730159019e+03,8.801066494564901292e-15
4.160317460317460245e+03,8.797462171169873208e-15
4.161904761904761472e+03,8.793856096583807467e-15
4.163492063492063608e+03,8.790248280461471715e-15
4.165079365079364834e+03,8.786638732436223910e-15
4.166666666666666970e+03,8.783027462119996550e-15
4.168253968253968196e+03,8.779414479103366092e-15
4.169841269841269423e+03,8.775799792955541902e-15
4.171428571428571558e+03,8.772183413224441995e-15
4.173015873015872785e+03,8.768565349436686717e-15
4.174603174603174921e+03,8.764945611097646078e-15
4.176190476190476147e+03,8.761324207691476042e-15
4.177777777777777374e+03,8.757701148681131148e-15
4.179365079365079509e+03,8.754076443508422883e-15
4.180952380952380736e+03,8.750450101594016530e-15
4.182539682539682872e+03,8.746822132337502163e-15
4.184126984126984098e+03,8.743192545117382028e-15
4.185714285714285325e+03,8.739561349291121026e-15
4.187301587301587460e+03,8.735928554195194050e-15
4.188888888888888687e+03,8.732294169145104911e-15
4.190476190476190823e+03,8.728658203435384768e-15
4.192063492063492049e+03,8.725020666339702561e-15
4.193650793650793275e+03,8.721381567110797174e-15
4.195238095238095411e+03,8.717740914980579987e-15
4.196825396825396638e+03,8.714098719160130137e-15
4.198412698412697864e+03,8.710454988839768680e-15
4.200000000000000000e+03,8.706809733189017562e-15
4.201587301587301226e+03,8.703162961356695864e-15
4.203174603174603362e+03,8.699514682470932425e-15
4.204761904761904589e+03,8.695864905639180037e-15
4.206349206349206725e+03,8.692213639948250159e-15
4.207936507936507951e+03,8.688560894464368137e-15
4.209523809523809177e+03,8.684906678233171622e-15
4.211111111111111313e+03,8.681251000279767374e-15
4.212698412698412540e+03,8.677593869608761235e-15
4.214285714285713766e+03,8.673935295204251817e-15
4.215873015873015902e+03,8.670275286029910971e-15
4.217460317460317128e+03,8.666613851028988514e-15
4.219047619047619264e+03,8.662950999124348522e-15
4.220634920634920491e+03,8.659286739218488257e-15
4.222222222222222626e+03,8.655621080193598127e-15
4.223809523809523853e+03,8.651954030911571146e-15
4.225396825396825079e+03,8.648285600214017138e-15
4.226984126984127215e+03,8.644615796922346355e-15
4.228571428571428442e+03,8.640944629837741077e-15
4.230158730158729668e+03,8.637272107741228187e-15
4.231746031746031804e+03,8.633598239393685485e-15
4.233333333333333030e+03,8.629923033535890592e-15
4.234920634920635166e+03,8.626246498888541467e-15
4.236507936507936392e+03,8.622568644152297422e-15
4.238095238095238528e+03,8.618889478007787014e-15
4.239682539682539755e+03,8.615209009115664840e-15
4.241269841269840981e+03,8.611527246116622586e-15
4.242857142857143117e+03,8.607844197631441085e-15
4.244444444444444343e+03,8.604159872260999791e-15
4.246031746031745570e+03,8.600474278586330415e-15
4.247619047619047706e+03,8.596787425168623240e-15
4.249206349206348932e+03,8.593099320549269716e-15
4.250793650793651068e+03,8.589409973249884552e-15
4.252380952380952294e+03,8.585719391772368823e-15
4.253968253968254430e+03,8.582027584598900502e-15
4.255555555555555657e+03,8.578334560191984950e-15
4.257142857142856883e+03,8.574640326994486470e-15
4.258730158730159019e+03,8.570944893429636192e-15
4.260317460317460245e+03,8.567248267901104654e-15
4.261904761904761472e+03,8.563550458793020730e-15
4.263492063492063608e+03,8.559851474469952699e-15
4.265079365079364834e+03,8.556151323276999754e-15
4.266666666666666970e+03,8.552450013539815665e-15
4.268253968253968196e+03,8.548747553564600894e-15
4.269841269841269423e+03,8.545043951638167278e-15
4.271428571428571558e+03,8.541339216027950654e-15
4.273015873015872785e+03,8.537633354982081852e-15
4.274603174603174921e+03,8.533926376729337793e-15
4.276190476190476147e+03,8.530218289479255076e-15
4.277777777777777374e+03,8.526509101422117365e-15
4.279365079365079509e+03,8.522798820728990091e-15
4.280952380952380736e+03,8.519087455551759900e-15
4.282539682539682872e+03,8.515375014023156741e-15
4.284126984126984098e+03,8.511661504256788573e-15
4.285714285714285325e+03,8.507946934347188699e-15
4.287301587301587460e+03,8.504231312369801566e-15
4.288888888888888687e+03,8.500514646381072695e-15
4.290476190476190823e+03,8.496796944418415547e-15
4.292063492063492049e+03,8.493078214500317234e-15
4.293650793650793275e+03,8.489358464626289609e-15
4.295238095238095411e+03,8.485637702776946570e-15
4.296825396825396638e+03,8.481915936914046664e-15
4.298412698412697864e+03,8.478193174980478884e-15
4.300000000000000000e+03,8.474469424900333669e-15
4.301587301587301226e+03,8.470744694578902900e-15
4.303174603174603362e+03,8.467018991902724081e-15
4.304761904761904589e+03,8.463292324739629246e-15
4.306349206349206725e+03,8.459564700938740227e-15
4.307936507936507951e+03,8.455836128330523869e-15
4.309523809523809177e+03,8.452106614726825172e-15
4.311111111111111313e+03,8.448376167920867283e-15
4.312698412698412540e+03,8.444644795687317761e-15
4.314285714285713766e+03,8.440912505782290160e-15
4.315873015873015902e+03,8.437179305943407132e-15
4.317460317460317128e+03,8.433445203889800430e-15
4.319047619047619264e+03,8.429710207322151928e-15
4.320634920634920491e+03,8.425974323922726754e-15
4.322222222222222626e+03,8.422237561355409576e-15
4.323809523809523853e+03,8.418499927265718803e-15
4.325396825396825079e+03,8.414761429280853916e-15
4.326984126984127215e+03,8.411022075009697046e-15
4.328571428571428442e+03,8.407281872042888703e-15
4.330158730158729668e+03,8.403540827952826202e-15
4.331746031746031804e+03,8.399798950293692057e-15
4.333333333333333030e+03,8.396056246601502897e-15
4.334920634920635166e+03,8.392312724394118923e-15
4.336507936507936392e+03,8.388568391171308606e-15
4.338095238095238528e+03,8.384823254414729743e-15
4.339682539682539755e+03,8.381077321587994152e-15
4.341269841269840981e+03,8.377330600136700800e-15
4.342857142857143117e+03,8.373583097488438960e-15
4.344444444444444343e+03,8.369834821052843432e-15
4.346031746031745570e+03,8.366085778221608738e-15
4.347619047619047706e+03,8.362335976368533305e-15
4.349206349206348932e+03,8.358585422849544702e-15
4.350793650793651068e+03,8.354834125002707535e-15
4.352380952380952294e+03,8.351082090148305482e-15
4.353968253968254430e+03,8.347329325588795543e-15
4.355555555555555657e+03,8.343575838608931105e-15
4.357142857142856883e+03,8.339821636475709868e-15
4.358730158730159019e+03,8.336066726438441697e-15
4.360317460317460245e+03,8.332311115728786482e-15
4.361904761904761472e+03,8.328554811560755716e-15
4.363492063492063608e+03,8.324797821130766140e-15
4.365079365079364834e+03,8.321040151617652361e-15
4.366666666666666970e+03,8.317281810182728388e-15
4.368253968253968196e+03,8.313522803969775004e-15
4.369841269841269423e+03,8.309763140105091838e-15
4.371428571428571558e+03,8.306002825697536803e-15
4.373015873015872785e+03,8.302241867838524517e-15
4.374603174603174921e+03,8.298480273602092575e-15
4.376190476190476147e+03,8.294718050044914162e-15
4.377777777777777374e+03,8.290955204206313834e-15
4.379365079365079509e+03,8.287191743108336941e-15
4.380952380952380736e+03,8.283427673755730688e-15
4.382539682539682872e+03,8.279663003136011980e-15
4.384126984126984098e+03,8.275897738219469002e-15
4.385714285714285325e+03,8.272131885959225902e-15
4.387301587301587460e+03,8.268365453291227016e-15
4.388888888888888687e+03,8.264598447134309440e-15
4.390476190476190823e+03,8.260830874390199881e-15
4.392063492063492049e+03,8.257062741943579337e-15
4.393650793650793275e+03,8.253294056662061010e-15
4.395238095238095411e+03,8.249524825396283397e-15
4.396825396825396638e+03,8.245755054979875574e-15
4.398412698412697864e+03,8.241984752229540816e-15
4.400000000000000000e+03,8.238213923945053445e-15
4.401587301587301226e+03,8.234442576909299849e-15
4.403174603174603362e+03,8.230670717888317923e-15
4.404761904761904589e+03,8.226898353631293917e-15
4.406349206349206725e+03,8.223125490870625542e-15
4.407936507936507951e+03,8.219352136321933016e-15
4.409523809523809177e+03,8.215578296684107973e-15
4.411111111111111313e+03,8.211803978639311884e-15
4.412698412698412540e+03,8.208029188853024967e-15
4.414285714285713766e+03,8.204253933974088787e-15
4.415873015873015902e+03,8.200478220634699943e-15
4.417460317460317128e+03,8.196702055450474757e-15
4.419047619047619264e+03,8.192925445020439804e-15
4.420634920634920491e+03,8.189148395927117112e-15
