wavelength_angstrom,flux_erg_s_cm2_angstrom
3.590476190476190368e+03,9.342709442372238072e-15
3.592063492063492049e+03,9.331629325605012788e-15
3.593650793650793730e+03,9.320564340416311229e-15
3.595238095238095411e+03,9.309514465300264194e-15
3.596825396825396638e+03,9.298479678776287053e-15
3.598412698412698319e+03,9.287459959389089211e-15
3.600000000000000000e+03,9.276455285708723020e-15
3.601587301587301681e+03,9.265465636330514357e-15
3.603174603174603362e+03,9.254490989875150976e-15
3.604761904761904589e+03,9.243531324988643068e-15
3.606349206349206270e+03,9.232586620342329567e-15
3.607936507936507951e+03,9.221656854632901823e-15
3.609523809523809632e+03,9.210742006582408326e-15
3.611111111111111313e+03,9.199842054938256294e-15
3.612698412698412540e+03,9.188956978473203774e-15
3.614285714285714221e+03,9.178086755985395939e-15
3.615873015873015902e+03,9.167231366298341414e-15
3.617460317460317583e+03,9.156390788260943836e-15
3.619047619047619264e+03,9.145565000747471877e-15
3.620634920634920491e+03,9.134753982657598684e-15
3.622222222222222172e+03,9.123957712916387680e-15
3.623809523809523853e+03,9.113176170474303611e-15
3.625396825396825534e+03,9.102409334307209388e-15
3.626984126984126760e+03,9.091657183416377133e-15
3.628571428571428442e+03,9.080919696828492908e-15
3.630158730158730123e+03,9.070196853595639367e-15
3.631746031746031804e+03,9.059488632795332035e-15
3.633333333333333485e+03,9.048795013530500384e-15
3.634920634920634711e+03,9.038115974929497292e-15
3.636507936507936392e+03,9.027451496146080117e-15
3.638095238095238074e+03,9.016801556359458022e-15
3.639682539682539755e+03,9.006166134774255693e-15
3.641269841269841436e+03,8.995545210620529111e-15
3.642857142857142662e+03,8.984938763153752938e-15
3.644444444444444343e+03,8.974346771654842594e-15
3.646031746031746025e+03,8.963769215430151113e-15
3.647619047619047706e+03,8.953206073811447047e-15
3.649206349206349387e+03,8.942657326155950757e-15
3.650793650793650613e+03,8.932122951846313901e-15
3.652380952380952294e+03,8.921602930290602081e-15
3.653968253968253975e+03,8.911097240922339018e-15
3.655555555555555657e+03,8.900605863200465531e-15
3.657142857142857338e+03,8.890128776609364781e-15
3.658730158730158564e+03,8.879665960658840182e-15
3.660317460317460245e+03,8.869217394884137492e-15
3.661904761904761926e+03,8.858783058845921143e-15
3.663492063492063608e+03,8.848362932130296332e-15
3.665079365079364834e+03,8.837956994348782200e-15
3.666666666666666515e+03,8.827565225138329183e-15
3.668253968253968196e+03,8.817187604161300086e-15
3.669841269841269877e+03,8.806824111105501630e-15
3.671428571428571558e+03,8.796474725684124504e-15
3.673015873015872785e+03,8.786139427635814362e-15
3.674603174603174466e+03,8.775818196724586621e-15
3.676190476190476147e+03,8.765511012739902200e-15
3.677777777777777828e+03,8.755217855496602825e-15
3.679365079365079509e+03,8.744938704834945744e-15
3.680952380952380736e+03,8.734673540620592682e-15
3.682539682539682417e+03,8.724422342744583019e-15
3.684126984126984098e+03,8.714185091123354300e-15
3.685714285714285779e+03,8.703961765698740659e-15
3.687301587301587460e+03,8.693752346437955463e-15
3.688888888888888687e+03,8.683556813333583422e-15
3.690476190476190368e+03,8.673375146403575860e-15
3.692063492063492049e+03,8.663207325691274376e-15
3.693650793650793730e+03,8.653053331265372980e-15
3.695238095238095411e+03,8.642913143219916518e-15
3.696825396825396638e+03,8.632786741674316447e-15
3.698412698412698319e+03,8.622674106773328746e-15
3.700000000000000000e+03,8.612575218687030253e-15
3.701587301587301681e+03,8.602490057610869149e-15
3.703174603174603362e+03,8.592418603765590806e-15
3.704761904761904589e+03,8.582360837397293010e-15
3.706349206349206270e+03,8.572316738777354960e-15
3.707936507936507951e+03,8.562286288202489333e-15
3.709523809523809632e+03,8.552269465994710734e-15
3.711111111111111313e+03,8.542266252501327799e-15
3.712698412698412540e+03,8.532276628094938473e-15
3.714285714285714221e+03,8.522300573173406332e-15
3.715873015873015902e+03,8.512338068159896881e-15
3.717460317460317583e+03,8.502389093502819173e-15
3.719047619047619264e+03,8.492453629675849474e-15
3.720634920634920491e+03,8.482531657177923378e-15
3.722222222222222172e+03,8.472623156533207406e-15
3.723809523809523853e+03,8.462728108291100583e-15
3.725396825396825534e+03,8.452846493026232863e-15
3.726984126984126760e+03,8.442978291338452502e-15
3.728571428571428442e+03,8.433123483852815022e-15
3.730158730158730123e+03,8.423282051219572159e-15
3.731746031746031804e+03,8.413453974114171866e-15
3.733333333333333485e+03,8.403639233237239384e-15
3.734920634920634711e+03,8.393837809314578813e-15
3.736507936507936392e+03,8.384049683097136828e-15
3.738095238095238074e+03,8.374274835361024770e-15
3.739682539682539755e+03,8.364513246907515484e-15
3.741269841269841436e+03,8.354764898562980215e-15
3.742857142857142662e+03,8.345029771178940672e-15
3.744444444444444343e+03,8.335307845632013805e-15
3.746031746031746025e+03,8.325599102823927587e-15
3.747619047619047706e+03,8.315903523681497343e-15
3.749206349206349387e+03,8.306221089156617866e-15
3.750793650793650613e+03,8.296551780226264992e-15
3.752380952380952294e+03,8.286895577892460889e-15
3.753968253968253975e+03,8.277252463182272484e-15
3.755555555555555657e+03,8.267622417147817769e-15
3.757142857142856883e+03,8.258005420866240560e-15
3.758730158730158564e+03,8.248401455439682096e-15
3.760317460317460245e+03,8.238810501995293664e-15
3.761904761904761926e+03,8.229232541685216086e-15
3.763492063492063608e+03,8.219667555686581297e-15
3.765079365079364834e+03,8.210115525201466593e-15
3.766666666666666515e+03,8.200576431456918294e-15
3.768253968253968196e+03,8.191050255704918613e-15
3.769841269841269877e+03,8.181536979222384080e-15
3.771428571428571558e+03,8.172036583311135562e-15
3.773015873015872785e+03,8.162549049297921932e-15
3.774603174603174466e+03,8.153074358534353803e-15
3.776190476190476147e+03,8.143612492396949281e-15
3.777777777777777828e+03,8.134163432287062972e-15
3.779365079365079509e+03,8.124727159630934883e-15
3.780952380952380736e+03,8.115303655879614701e-15
3.782539682539682417e+03,8.105892902508983875e-15
3.784126984126984098e+03,8.096494881019752461e-15
3.785714285714285779e+03,8.087109572937411793e-15
3.787301587301587460e+03,8.077736959812237637e-15
3.788888888888888687e+03,8.068377023219294923e-15
3.790476190476190368e+03,8.059029744758379371e-15
3.792063492063492049e+03,8.049695106054049045e-15
3.793650793650793730e+03,8.040373088755578597e-15
3.795238095238095411e+03,8.031063674536960850e-15
3.796825396825396638e+03,8.021766845096898904e-15
3.798412698412698319e+03,8.012482582158761962e-15
3.800000000000000000e+03,8.003210867470590061e-15
3.801587301587301681e+03,7.993951682805089345e-15
3.803174603174603362e+03,7.984705009959614703e-15
3.804761904761904589e+03,7.975470830756120863e-15
3.806349206349206270e+03,7.966249127041189212e-15
3.807936507936507951e+03,7.957039880685991511e-15
3.809523809523809632e+03,7.947843073586285158e-15
3.811111111111111313e+03,7.938658687662381637e-15
3.812698412698412540e+03,7.929486704859152826e-15
3.814285714285714221e+03,7.920327107145986824e-15
3.815873015873015902e+03,7.911179876516814769e-15
3.817460317460317583e+03,7.902044994990035109e-15
3.819047619047619264e+03,7.892922444608564090e-15
3.820634920634920491e+03,7.883812207439772646e-15
3.822222222222222172e+03,7.874714265575469042e-15
3.823809523809523853e+03,7.865628601131925699e-15
3.825396825396825534e+03,7.856555196249827129e-15
3.826984126984127215e+03,7.847494033094252575e-15
3.828571428571428442e+03,7.838445093854680752e-15
3.830158730158730123e+03,7.829408360744950395e-15
3.831746031746031804e+03,7.820383816003253958e-15
3.833333333333333485e+03,7.811371441892139183e-15
3.834920634920634711e+03,7.802371220698452307e-15
3.836507936507936392e+03,7.793383134733347526e-15
3.838095238095238074e+03,7.784407166332275953e-15
3.839682539682539755e+03,7.775443297854943018e-15
3.841269841269841436e+03,7.766491511685321090e-15
3.842857142857142662e+03,7.757551790231602145e-15
3.844444444444444343e+03,7.748624115926205656e-15
3.846031746031746025e+03,7.739708471225737571e-15
3.847619047619047706e+03,7.730804838610999781e-15
3.849206349206348932e+03,7.721913200586950672e-15
3.850793650793650613e+03,7.713033539682695667e-15
3.852380952380952294e+03,7.704165838451457240e-15
3.853968253968253975e+03,7.695310079470571770e-15
3.855555555555555657e+03,7.686466245341451666e-15
3.857142857142856883e+03,7.677634318689498600e-15
3.858730158730158564e+03,7.668814282163952043e-15
3.860317460317460245e+03,7.660006118437430147e-15
3.861904761904761926e+03,7.651209810204527150e-15
3.863492063492063608e+03,7.642425340177837520e-15
3.865079365079364834e+03,7.633652691076869301e-15
3.866666666666666515e+03,7.624891845597568839e-15
3.868253968253968196e+03,7.616142786331341057e-15
3.869841269841269877e+03,7.607405495555531151e-15
3.871428571428571558e+03,7.598679954706579101e-15
3.873015873015872785e+03,7.589966143093206101e-15
3.874603174603174466e+03,7.581264034843377699e-15
3.876190476190476147e+03,7.572573591871493660e-15
3.877777777777777828e+03,7.563894748153460290e-15
3.879365079365079509e+03,7.555227375613456088e-15
3.880952380952380736e+03,7.546571212352945338e-15
3.882539682539682417e+03,7.537925716283915872e-15
3.884126984126984098e+03,7.529289775961580187e-15
3.885714285714285779e+03,7.520661157526004409e-15
3.887301587301587460e+03,7.512035481513587922e-15
3.888888888888888687e+03,7.503404393567622266e-15
3.890476190476190368e+03,7.494752407686672608e-15
3.892063492063492049e+03,7.486051655742955441e-15
3.893650793650793730e+03,7.477253485838637959e-15
3.895238095238095411e+03,7.468275558729782433e-15
3.896825396825396638e+03,7.458982886373722223e-15
3.898412698412698319e+03,7.449161288188195057e-15
3.900000000000000000e+03,7.438482215256528618e-15
3.901587301587301681e+03,7.426459050592421678e-15
3.903174603174603362e+03,7.412397049565450494e-15
3.904761904761904589e+03,7.395342130027617619e-15
3.906349206349206270e+03,7.374037596448271955e-15
3.907936507936507951e+03,7.346902047935774213e-15
3.909523809523809632e+03,7.312045186554948425e-15
3.911111111111111313e+03,7.267339616286496791e-15
3.912698412698412540e+03,7.210564433472781218e-15
3.914285714285714221e+03,7.139629131787584620e-15
3.915873015873015902e+03,7.052873565427308509e-15
3.917460317460317583e+03,6.949422296482765447e-15
3.919047619047619264e+03,6.829552184207872731e-15
3.920634920634920491e+03,6.695014771030244285e-15
3.922222222222222172e+03,6.549245034755088449e-15
3.923809523809523853e+03,6.397390235664193631e-15
3.925396825396825534e+03,6.246109820184997423e-15
3.926984126984127215e+03,6.103129259055384395e-15
3.928571428571428442e+03,5.976572863574988528e-15
3.930158730158730123e+03,5.874144966186324063e-15
3.931746031746031804e+03,5.802265308906079847e-15
3.933333333333333485e+03,5.765283577133224865e-15
3.934920634920634711e+03,5.764893640442419050e-15
3.936507936507936392e+03,5.799839577405267733e-15
3.938095238095238074e+03,5.865958427683980758e-15
3.939682539682539755e+03,5.956549208011989533e-15
3.941269841269841436e+03,6.063006605456343121e-15
3.942857142857142662e+03,6.175622170221241128e-15
3.944444444444444343e+03,6.284442569408864267e-15
3.946031746031746025e+03,6.380084087594020172e-15
3.947619047619047706e+03,6.454429504967523714e-15
3.949206349206348932e+03,6.501168039248235523e-15
3.950793650793650613e+03,6.516170512688414539e-15
3.952380952380952294e+03,6.497711957950727187e-15
3.953968253968253975e+03,6.446558963702836338e-15
3.955555555555555657e+03,6.365931276605670612e-15
3.957142857142856883e+03,6.261333260233821258e-15
3.958730158730158564e+03,6.140239676521939700e-15
3.960317460317460245e+03,6.011619831339927267e-15
3.961904761904761926e+03,5.885298511731489610e-15
3.963492063492063608e+03,5.771179973632171238e-15
3.965079365079364834e+03,5.678395812327639905e-15
3.966666666666666515e+03,5.614468711583452227e-15
3.968253968253968196e+03,5.584601324214385085e-15
3.969841269841269877e+03,5.591195403030091115e-15
3.971428571428571558e+03,5.633678844965432785e-15
3.973015873015872785e+03,5.708672034894790566e-15
3.974603174603174466e+03,5.810469627404955273e-15
3.976190476190476147e+03,5.931762155656568516e-15
3.977777777777777828e+03,6.064485212093229136e-15
3.979365079365079509e+03,6.200670000878458778e-15
3.980952380952380736e+03,6.333179554581816331e-15
3.982539682539682417e+03,6.456245659765276739e-15
3.984126984126984098e+03,6.565764058516890694e-15
3.985714285714285779e+03,6.659349613149580510e-15
3.987301587301587460e+03,6.736189740866693430e-15
3.988888888888888687e+03,6.796757588000886114e-15
3.990476190476190368e+03,6.842454199257355910e-15
3.992063492063492049e+03,6.875243136081769199e-15
3.993650793650793730e+03,6.897325894340813186e-15
3.995238095238095411e+03,6.910887266354102886e-15
3.996825396825396638e+03,6.917921179261141824e-15
3.998412698412698319e+03,6.920132779217327107e-15
4.000000000000000000e+03,6.918903126273256117e-15
4.001587301587301681e+03,6.915298775709098784e-15
4.003174603174603362e+03,6.910108665422222050e-15
4.004761904761904589e+03,6.903893569727419766e-15
4.006349206349206270e+03,6.897037417794334084e-15
4.007936507936507951e+03,6.889793849833474992e-15
4.009523809523809632e+03,6.882324786870379845e-15
4.011111111111111313e+03,6.874730227797641901e-15
4.012698412698412540e+03,6.867069970674071965e-15
4.014285714285714221e+03,6.859378664821969960e-15
4.015873015873015902e+03,6.851675775685519447e-15
4.017460317460317583e+03,6.843971909635075617e-15
4.019047619047619264e+03,6.836272672886645247e-15
4.020634920634920491e+03,6.828580939281896809e-15
4.022222222222222172e+03,6.820898135989736841e-15
4.023809523809523853e+03,6.813224947609662905e-15
4.025396825396825534e+03,6.805561689028633544e-15
4.026984126984127215e+03,6.797908496509432025e-15
4.028571428571428442e+03,6.790265422539030697e-15
4.030158730158730123e+03,6.782632481453241018e-15
4.031746031746031804e+03,6.775009670716948817e-15
4.033333333333333030e+03,6.767396980552733567e-15
4.034920634920635166e+03,6.759794398168848869e-15
4.036507936507936392e+03,6.752201909561652083e-15
4.038095238095238074e+03,6.744619500261742098e-15
4.039682539682539755e+03,6.737047155634067274e-15
4.041269841269840981e+03,6.729484860995156471e-15
4.042857142857142662e+03,6.721932601657630537e-15
4.044444444444444343e+03,6.714390362946617708e-15
4.046031746031746025e+03,6.706858130205659022e-15
4.047619047619047706e+03,6.699335888798698616e-15
4.049206349206348932e+03,6.691823624110803954e-15
4.050793650793650613e+03,6.684321321548335437e-15
4.052380952380952294e+03,6.676828966539033959e-15
4.053968253968253975e+03,6.669346544531977526e-15
4.055555555555555657e+03,6.661874040997614386e-15
4.057142857142856883e+03,6.654411441427683353e-15
4.058730158730158564e+03,6.646958731335242998e-15
4.060317460317460245e+03,6.639515896254614056e-15
4.061904761904761926e+03,6.632082921741366812e-15
4.063492063492063608e+03,6.624659793372299796e-15
4.065079365079364834e+03,6.617246496745416909e-15
4.066666666666666515e+03,6.609843017479878512e-15
4.068253968253968196e+03,6.602449341216017993e-15
4.069841269841269877e+03,6.595065453615284179e-15
4.071428571428571558e+03,6.587691340360239760e-15
4.073015873015872785e+03,6.580326987154510801e-15
4.074603174603174466e+03,6.572972379722793842e-15
4.076190476190476147e+03,6.565627503810800677e-15
4.077777777777777828e+03,6.558292345185267820e-15
4.079365079365079509e+03,6.550966889633893399e-15
4.080952380952380736e+03,6.543651122965345041e-15
4.082539682539682417e+03,6.536345031009219643e-15
4.084126984126984098e+03,6.529048599616022069e-15
4.085714285714285779e+03,6.521761814657135179e-15
4.087301587301587460e+03,6.514484662024811935e-15
4.088888888888888687e+03,6.507217127632145427e-15
4.090476190476190368e+03,6.499959197413011285e-15
4.092063492063492049e+03,6.492710857322096078e-15
4.093650793650793730e+03,6.485472093334839731e-15
4.095238095238095411e+03,6.478242891447415796e-15
4.096825396825396638e+03,6.471023237676720414e-15
4.098412698412698774e+03,6.463813118060319461e-15
4.100000000000000000e+03,6.456612518656470631e-15
4.101587301587301226e+03,6.449421425544035090e-15
4.103174603174603362e+03,6.442239824822511393e-15
4.104761904761904589e+03,6.435067702611987364e-15
4.106349206349206725e+03,6.427905045053103023e-15
4.107936507936507951e+03,6.420751838307049790e-15
4.109523809523809177e+03,6.413608068555526317e-15
4.111111111111111313e+03,6.406473722000725071e-15
4.112698412698412540e+03,6.399348784865312616e-15
4.114285714285713766e+03,6.392233243392387802e-15
4.115873015873015902e+03,6.385127083845459677e-15
4.117460317460317128e+03,6.378030292508453010e-15
4.119047619047619264e+03,6.370942855685634137e-15
4.120634920634920491e+03,6.363864759701633048e-15
4.122222222222222626e+03,6.356795990901381860e-15
4.123809523809523853e+03,6.349736535650125856e-15
4.125396825396825079e+03,6.342686380333353279e-15
4.126984126984127215e+03,6.335645511356814265e-15
4.128571428571428442e+03,6.328613915146475877e-15
4.130158730158729668e+03,6.321591578148503174e-15
4.131746031746031804e+03,6.314578486829213453e-15
4.133333333333333030e+03,6.307574627675096764e-15
4.134920634920635166e+03,6.300579987192737021e-15
4.136507936507936392e+03,6.293594551908839614e-15
4.138095238095238528e+03,6.286618308370148577e-15
4.139682539682539755e+03,6.279651243143486821e-15
4.141269841269840981e+03,6.272693342815682770e-15
4.142857142857143117e+03,6.265744593993556159e-15
4.144444444444444343e+03,6.258804983303918039e-15
4.146031746031745570e+03,6.251874497393506874e-15
4.147619047619047706e+03,6.244953122928989334e-15
4.149206349206348932e+03,6.238040846596935047e-15
4.150793650793651068e+03,6.231137655103781896e-15
4.152380952380952294e+03,6.224243535175822599e-15
4.153968253968254430e+03,6.217358473559158964e-15
4.155555555555555657e+03,6.210482457019705829e-15
4.157142857142856883e+03,6.203615472343144518e-15
4.158730158730159019e+03,6.196757506334907066e-15
4.160317460317460245e+03,6.189908545820147821e-15
4.161904761904761472e+03,6.183068577643725297e-15
4.163492063492063608e+03,6.176237588670158001e-15
4.165079365079364834e+03,6.169415565783640206e-15
4.166666666666666970e+03,6.162602495887963072e-15
4.168253968253968196e+03,6.155798365906535936e-15
4.169841269841269423e+03,6.149003162782345300e-15
4.171428571428571558e+03,6.142216873477909070e-15
4.173015873015872785e+03,6.135439484975294705e-15
4.174603174603174921e+03,6.128670984276045852e-15
4.176190476190476147e+03,6.121911358401209951e-15
4.177777777777777374e+03,6.115160594391262512e-15
4.179365079365079509e+03,6.108418679306108687e-15
4.180952380952380736e+03,6.101685600225073019e-15
4.182539682539682872e+03,6.094961344246835540e-15
4.184126984126984098e+03,6.088245898489442030e-15
4.185714285714285325e+03,6.081539250090262204e-15
4.187301587301587460e+03,6.074841386205961316e-15
4.188888888888888687e+03,6.068152294012494637e-15
4.190476190476190823e+03,6.061471960705059330e-15
4.192063492063492049e+03,6.054800373498090511e-15
4.193650793650793275e+03,6.048137519625221803e-15
4.195238095238095411e+03,6.041483386339256939e-15
4.196825396825396638e+03,6.034837960912171338e-15
4.198412698412697864e+03,6.028201230635058463e-15
4.200000000000000000e+03,6.021573182818114042e-15
4.201587301587301226e+03,6.014953804790617930e-15
4.203174603174603362e+03,6.008343083900904125e-15
4.204761904761904589e+03,6.001741007516343417e-15
4.206349206349206725e+03,5.995147563023295267e-15
4.207936507936507951e+03,5.988562737827116487e-15
4.209523809523809177e+03,5.981986519352106012e-15
4.211111111111111313e+03,5.975418895041505697e-15
4.212698412698412540e+03,5.968859852357454561e-15
4.214285714285713766e+03,5.962309378780982472e-15
4.215873015873015902e+03,5.955767461811961243e-15
4.217460317460317128e+03,5.949234088969121195e-15
4.219047619047619264e+03,5.942709247789961228e-15
4.220634920634920491e+03,5.936192925830805619e-15
4.222222222222222626e+03,5.929685110666702257e-15
4.223809523809523853e+03,5.923185789891454989e-15
4.225396825396825079e+03,5.916694951117566033e-15
4.226984126984127215e+03,5.910212581976213098e-15
4.228571428571428442e+03,5.903738670117262010e-15
4.230158730158729668e+03,5.897273203209179932e-15
4.231746031746031804e+03,5.890816168939061403e-15
4.233333333333333030e+03,5.884367555012589679e-15
4.234920634920635166e+03,5.877927349153994136e-15
4.236507936507936392e+03,5.871495539106055002e-15
4.238095238095238528e+03,5.865072112630052873e-15
4.239682539682539755e+03,5.858657057505769497e-15
4.241269841269840981e+03,5.852250361531427037e-15
4.242857142857143117e+03,5.845852012523703057e-15
4.244444444444444343e+03,5.839461998317683976e-15
4.246031746031745570e+03,5.833080306766849298e-15
4.247619047619047706e+03,5.826706925743021118e-15
4.249206349206348932e+03,5.820341843136387002e-15
4.250793650793651068e+03,5.813985046855434512e-15
4.252380952380952294e+03,5.807636524826948050e-15
4.253968253968254430e+03,5.801296264995968625e-15
4.255555555555555657e+03,5.794964255325793855e-15
4.257142857142856883e+03,5.788640483797923534e-15
4.258730158730159019e+03,5.782324938412050955e-15
4.260317460317460245e+03,5.776017607186045554e-15
4.261904761904761472e+03,5.769718478155915049e-15
4.263492063492063608e+03,5.763427539375778611e-15
4.265079365079364834e+03,5.757144778917865296e-15
4.266666666666666970e+03,5.750870184872457237e-15
4.268253968253968196e+03,5.744603745347892807e-15
4.269841269841269423e+03,5.738345448470531117e-15
4.271428571428571558e+03,5.732095282384714940e-15
4.273015873015872785e+03,5.725853235252780177e-15
4.274603174603174921e+03,5.719619295254986438e-15
4.276190476190476147e+03,5.713393450589539919e-15
4.277777777777777374e+03,5.707175689472523192e-15
4.279365079365079509e+03,5.700966000137903884e-15
4.280952380952380736e+03,5.694764370837511011e-15
4.282539682539682872e+03,5.688570789840973446e-15
4.284126984126984098e+03,5.682385245435745162e-15
4.285714285714285325e+03,5.676207725927045282e-15
4.287301587301587460e+03,5.670038219637843086e-15
4.288888888888888687e+03,5.663876714908848548e-15
4.290476190476190823e+03,5.657723200098457114e-15
4.292063492063492049e+03,5.651577663582768637e-15
4.293650793650793275e+03,5.645440093755516375e-15
4.295238095238095411e+03,5.639310479028067785e-15
4.296825396825396638e+03,5.633188807829413476e-15
4.298412698412697864e+03,5.627075068606111199e-15
4.300000000000000000e+03,5.620969249822281907e-15
4.301587301587301226e+03,5.614871339959587661e-15
4.303174603174603362e+03,5.608781327517180361e-15
4.304761904761904589e+03,5.602699201011723826e-15
4.306349206349206725e+03,5.596624948977324381e-15
4.307936507936507951e+03,5.590558559965539531e-15
4.309523809523809177e+03,5.584500022545331420e-15
4.311111111111111313e+03,5.578449325303053420e-15
4.312698412698412540e+03,5.572406456842428039e-15
4.314285714285713766e+03,5.566371405784516164e-15
4.315873015873015902e+03,5.560344160767691018e-15
4.317460317460317128e+03,5.554324710447633437e-15
4.319047619047619264e+03,5.548313043497270332e-15
4.320634920634920491e+03,5.542309148606804667e-15
4.322222222222222626e+03,5.536313014483627897e-15
4.323809523809523853e+03,5.530324629852355467e-15
4.325396825396825079e+03,5.524343983454760546e-15
4.326984126984127215e+03,5.518371064049760616e-15
4.328571428571428442e+03,5.512405860413420630e-15
4.330158730158729668e+03,5.506448361338885957e-15
4.331746031746031804e+03,5.500498555636381592e-15
4.333333333333333030e+03,5.494556432133205060e-15
4.334920634920635166e+03,5.488621979673653837e-15
4.336507936507936392e+03,5.482695187119054540e-15
4.338095238095238528e+03,5.476776043347706128e-15
4.339682539682539755e+03,5.470864537254868069e-15
4.341269841269840981e+03,5.464960657752727999e-15
4.342857142857143117e+03,5.459064393770388308e-15
4.344444444444444343e+03,5.453175734253848786e-15
4.346031746031745570e+03,5.447294668165949827e-15
4.347619047619047706e+03,5.441421184486382683e-15
4.349206349206348932e+03,5.435555272211656330e-15
4.350793650793651068e+03,5.429696920355069072e-15
4.352380952380952294e+03,5.423846117946683295e-15
4.353968253968254430e+03,5.418002854033307326e-15
4.355555555555555657e+03,5.412167117678477285e-15
4.357142857142856883e+03,5.406338897962413704e-15
4.358730158730159019e+03,5.400518183982015208e-15
4.360317460317460245e+03,5.394704964850834855e-15
4.361904761904761472e+03,5.388899229699043060e-15
4.363492063492063608e+03,5.383100967673422068e-15
4.365079365079364834e+03,5.377310167937322570e-15
4.366666666666666970e+03,5.371526819670651873e-15
4.368253968253968196e+03,5.365750912069868370e-15
4.369841269841269423e+03,5.359982434347906605e-15
4.371428571428571558e+03,5.354221375734204883e-15
4.373015873015872785e+03,5.348467725474661876e-15
4.374603174603174921e+03,5.342721472831610600e-15
4.376190476190476147e+03,5.336982607083801052e-15
4.377777777777777374e+03,5.331251117526366294e-15
4.379365079365079509e+03,5.325526993470816139e-15
4.380952380952380736e+03,5.319810224244999290e-15
4.382539682539682872e+03,5.314100799193084400e-15
4.384126984126984098e+03,5.308398707675545880e-15
4.385714285714285325e+03,5.302703939069121297e-15
4.387301587301587460e+03,5.297016482766794019e-15
4.388888888888888687e+03,5.291336328177795582e-15
4.390476190476190823e+03,5.285663464727540216e-15
4.392063492063492049e+03,5.279997881857639829e-15
4.393650793650793275e+03,5.274339569025851159e-15
4.395238095238095411e+03,5.268688515706062359e-15
4.396825396825396638e+03,5.263044711388293790e-15
4.398412698412697864e+03,5.257408145578632539e-15
4.400000000000000000e+03,5.251778807799233216e-15
4.401587301587301226e+03,5.246156687588301381e-15
4.403174603174603362e+03,5.240541774500054106e-15
4.404761904761904589e+03,5.234934058104707348e-15
4.406349206349206725e+03,5.229333527988440457e-15
4.407936507936507951e+03,5.223740173753395381e-15
4.409523809523809177e+03,5.218153985017634070e-15
4.411111111111111313e+03,5.212574951415110866e-15
4.412698412698412540e+03,5.207003062595681971e-15
4.414285714285713766e+03,5.201438308225041544e-15
4.415873015873015902e+03,5.195880677984723285e-15
4.417460317460317128e+03,5.190330161572078342e-15
4.419047619047619264e+03,5.184786748700234294e-15
4.420634920634920491e+03,5.179250429098099093e-15
